,Employer,Address,Positions,Province,NOC,Stream,Incorporate_status,LMIAs,YEAR,PERIOD,NOC_code,NOC_label
9243,A+ Academy of Advancement,"Toronto, ON M4C 1M6",2,Ontario,4216-Other instructors,Low Wage,Unknown,1,2024,Q1,4216,Other instructors
9244,A-1 Bags and Supplies Inc.,"Mississauga, ON L5T 2Z5",1,Ontario,"6622-Store shelf stockers, clerks and order fillers",Low Wage,Unknown,1,2024,Q1,6622,"Store shelf stockers, clerks and order fillers"
9245,A1 MAJOR AUTO CLEAN INC.,"Barrie, ON L4N 9Y6",1,Ontario,6732-Specialized cleaners,Low Wage,Unknown,1,2024,Q1,6732,Specialized cleaners
9246,Aarayy Flooring Inc,"Cambridge, ON N3H 0E2",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9247,AARNA RESTAURANT INC,"Ottawa, ON K1E 3P6",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9248,Aaron Ahortor Pharmacy Corp,"Sudbury, ON P3C 1T2",1,Ontario,3414-Other assisting occupations in support of health services,Low Wage,Unknown,1,2024,Q1,3414,Other assisting occupations in support of health services
9249,AB Restaurants Inc.,"Mount Hope, ON L0R 1W0",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9250,ABBASI FOODS INC,"St. Catharines, ON L2M 7S5",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9251,Abel Pharmacy Services INC,"Brampton, ON L6R 2S5",1,Ontario,3219-Other medical technologists and technicians (except dental health),Low Wage,Unknown,1,2024,Q1,3219,Other medical technologists and technicians (except dental health)
9252,Absolute Laser Manufacturing,"Etobicoke, ON M9V 2Z2",1,Ontario,7237-Welders and related machine operators,Low Wage,Unknown,1,2024,Q1,7237,Welders and related machine operators
9253,Abundant Foods Investment Inc.,"North York, ON M3N 1H4",1,Ontario,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
9254,Abus General Contracting Ltd.,"Mississauga, ON L5A 4B8",1,Ontario,1221-Administrative officers,Low Wage,Unknown,1,2024,Q1,1221,Administrative officers
9255,Accurate Glass Products Inc.,"Barrie, ON L4N 7W6",3,Ontario,9413-Glass forming and finishing machine operators and glass cutters,Low Wage,Unknown,1,2024,Q1,9413,Glass forming and finishing machine operators and glass cutters
9256,ACHYUTAM GROUP INC.,"Markham, ON L3R 1B7",3,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9257,ACHYUTAM GROUP INC.,"Markham, ON L3R 1B7",3,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9258,Aden Earthworks Inc,"Toronto, ON M6A 1P6",5,Ontario,8612-Landscaping and grounds maintenance labourers,Low Wage,Unknown,1,2024,Q1,8612,Landscaping and grounds maintenance labourers
9259,ADP Direct Poultry Ltd.,"Etobicoke, ON M8Z 5J4",4,Ontario,"9462-Industrial butchers and meat cutters, poultry preparers and related workers",Low Wage,Unknown,1,2024,Q1,9462,"Industrial butchers and meat cutters, poultry preparers and related workers"
9260,Advance Forming Inc.,"Concord, ON L4K 3M7",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9261,Advanced Design Solutions Inc.,"Stratford, ON N5A 4V3",10,Ontario,7237-Welders and related machine operators,Low Wage,Unknown,1,2024,Q1,7237,Welders and related machine operators
9262,Advanced Taxidermy & Wildlife Design Ltd.,"Caledon, ON L7C 0S8",1,Ontario,5212-Technical occupations related to museums and art galleries,Low Wage,Unknown,1,2024,Q1,5212,Technical occupations related to museums and art galleries
9263,AECL Enterprise Inc.,"Orleans, ON K4A 0Y2",6,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9264,AFG Management Inc,"Toronto, ON M5R 3N5",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9265,AFGHAN AUTO GLASS,"SCARBOROUGH, ON M1P 4R2",3,Ontario,7452-Material handlers,Low Wage,Unknown,1,2024,Q1,7452,Material handlers
9266,Agman Limited,"Kapuskasing, ON P5N 2X8",2,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9267,AH-SO FINE FOOD INC.,"London, ON N6L 1C6",2,Ontario,6322-Cooks,Low Wage,Unknown,2,2024,Q1,6322,Cooks
9268,Air and Oceanland Inc,"BRAMPTON, ON L6P 0X4",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9269,Airport Cargo Warehouse Inc.,"Mississauga, ON L4V 1T9",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9270,Aishka Express Inc,"toronto, ON M3N 2R2",1,Ontario,1311-Accounting technicians and bookkeepers,Low Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
9271,AKA Inc.,"Toronto, ON M5A 2P6",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9272,AKAL CHILD CARE INC,"Brampton, ON L6P 2P7",1,Ontario,4214-Early childhood educators and assistants,Low Wage,Unknown,1,2024,Q1,4214,Early childhood educators and assistants
9273,Akshar Enterprise Ltd.,"Kitchener, ON N2G 1A1",1,Ontario,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
9274,AKU COFFEE LTD,"Kenora, ON P9N 1M2",9,Ontario,6311-Food service supervisors,Low Wage,Unknown,2,2024,Q1,6311,Food service supervisors
9275,Albert Bazzoni Ltd.,"White River, ON P0M 3G0",1,Ontario,"6313-Accommodation, travel, tourism and related services supervisors",Low Wage,Unknown,1,2024,Q1,6313,"Accommodation, travel, tourism and related services supervisors"
9276,Albert Bazzoni Ltd.,"White River, ON P0M 3G0",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9277,Albert Melo Foods Ltd.,"Mississauga, ON L5K 2K8",1,Ontario,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
9278,Albion Amusements Ltd,"Markdale, ON N0C 1H0",15,Ontario,"6722-Operators and attendants in amusement, recreation and sport",Low Wage,Unknown,1,2024,Q1,6722,"Operators and attendants in amusement, recreation and sport"
9279,Alei Eldeen Pharmacies Inc,"Ottawa, ON K1K 0V1",1,Ontario,3219-Other medical technologists and technicians (except dental health),Low Wage,Unknown,1,2024,Q1,3219,Other medical technologists and technicians (except dental health)
9280,Alex Joannides Holdings Inc.,"Brockville, ON K6V 7J5",11,Ontario,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
9281,Alex Joannides Holdings Inc.,"Brockville, ON K6V 7J5",12,Ontario,6421-Retail salespersons,Low Wage,Unknown,1,2024,Q1,6421,Retail salespersons
9282,AL-FAKHRI FOODS INC.,"Richmond Hill, ON L4E 1B6",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9283,AL-FAKHRI FOODS INC.,"Richmond Hill, ON L4E 1B6",2,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9284,Aljazeera Supermarket Inc.,"Mississauga, ON L5C 3G1",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9285,All Wood Fine Interiors Ltd.,"Etobicoke, ON M8W 1T3",2,Ontario,7272-Cabinetmakers,Low Wage,Unknown,1,2024,Q1,7272,Cabinetmakers
9286,Alliance Collision Ltd.,"Pickering, ON L1W 1Z7",1,Ontario,7322-Motor vehicle body repairers,Low Wage,Unknown,1,2024,Q1,7322,Motor vehicle body repairers
9287,Alliston Lumber Co. Ltd.,"Alliston, ON L9R 1V1",4,Ontario,"6622-Store shelf stockers, clerks and order fillers",Low Wage,Unknown,1,2024,Q1,6622,"Store shelf stockers, clerks and order fillers"
9288,Al-Madina Jewellers Inc.,"Mississauga, ON L4T 2G8",1,Ontario,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
9289,Almarwa Halal Meat Brampton,"Brampton, ON L6S 5G8",2,Ontario,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",Low Wage,Unknown,1,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
9290,AL-NOUR HALAL MEAT AND GROCERY INC.,"Scarborough, ON M1B 5P6",1,Ontario,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
9291,Alpha Child Care Ltd.,"Caledon, ON L7E 3C8",2,Ontario,4214-Early childhood educators and assistants,Low Wage,Unknown,2,2024,Q1,4214,Early childhood educators and assistants
9292,AL-RAFIQ HOLDINGS INC. O/A POPEYES LOUISIANA KITCHEN,"WOODBRIDGE, ON L4H 0S5",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9293,Al-Rashid Inc.,"Whitchurch-Stouffville, ON L4A 1H3",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9294,ALSAFA & ALMARWA MEAT PROCESSING INC,"ETOBICOKE, ON M8Z 2X3",6,Ontario,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",Low Wage,Unknown,2,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
9295,"Altman & Sugar Professional Corporation, Chartered Professional Accountants","Concord, ON L4K 3R1",1,Ontario,1311-Accounting technicians and bookkeepers,Low Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
9296,Alupro & Contracting Inc.,"Russell, ON K4R 0G3",1,Ontario,7441-Residential and commercial installers and servicers,Low Wage,Unknown,1,2024,Q1,7441,Residential and commercial installers and servicers
9297,Ambassador Pizza Co,"Toronto, ON M6H 1L6",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9298,Amlee Foods Limited,"Richmond hill, ON L4B 3G6",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9299,Amlee Foods Limited,"Richmond hill, ON L4B 3G6",2,Ontario,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,2,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
9300,AMY'S NAILS SALON INC,"NIGARA FALLS, ON L2H 1H5",1,Ontario,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
9301,Anabee Limited,"Whitby, ON L1N 0E4",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9302,ANANDPURI'S SWEETS RESTAURANT AND CATERING INC.,"MARKHAM, ON L3S 3L1",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9303,ANANDPURI'S SWEETS RESTAURANT AND CATERING INC.,"MARKHAM, ON L3S 3L1",2,Ontario,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
9304,Anderson Blake Security Inc.,"Brampton, ON L6V 1B2",1,Ontario,6316-Other services supervisors,Low Wage,Unknown,1,2024,Q1,6316,Other services supervisors
9305,Andeza LTD.,"Stoney Creek, ON L8E 5C5",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9306,ANK MAINTENANCE SERVICES INC.,"Milton, ON L9T 1X9",5,Ontario,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
9307,ANNALAKSHMI INC.,"BRAMPTON, ON L7A 1E5",2,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9308,ANSH AND AVISH ENTERPRISES INC.,"Toronto, ON M3H 4K7",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9309,Antica Osteria Italian Eatery Limited,"Brampton, ON L7C 2G2",1,Ontario,6321-Chefs,Low Wage,Unknown,1,2024,Q1,6321,Chefs
9310,Antolin Enterprises Inc.,"Guelph, ON N1H 4H5",2,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9311,Apex Kosher Catering Inc.,"North York, ON M3H 5G7",2,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9312,Apex Kosher Catering Inc.,"North York, ON M3H 5G7",3,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9313,Aqua Blue Seafood Inc,"Woodbridge, ON L4L 6E1",1,Ontario,"9617-Labourers in food, beverage and associated products processing",Low Wage,Unknown,1,2024,Q1,9617,"Labourers in food, beverage and associated products processing"
9314,Archita Food Inc,"NAPANEE, ON K7R 0B4",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9315,ARGO BUSINESS CORP,"Barrie, ON L4M 1G8",1,Ontario,1311-Accounting technicians and bookkeepers,Low Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
9316,"Arterra Wines Canada, Inc.","Mississauga, ON L5T 2V3",2,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9317,Ashcroft & Associates Natural Stone Ltd.,"Wiarton, ON N0H 2T0",6,Ontario,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
9318,Asia Garden Restaurant Inc.,"Toronto, ON M9V 2X5",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9319,ASIAN GROCERY STORE,"CORNWALL, ON K6J 5R1",1,Ontario,6611-Cashiers,Low Wage,Unknown,1,2024,Q1,6611,Cashiers
9320,ASR Chaudry Holdings Inc.,"BRADFORD, ON L3Z 0C1",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9321,Assurance Home Care Inc.,"Ottawa, ON K2E 1A3",2,Ontario,"3413-Nurse aides, orderlies and patient service associates",Low Wage,Unknown,1,2024,Q1,3413,"Nurse aides, orderlies and patient service associates"
9322,Astro Zodiac Enterprises Limited,"Kettleby, ON L7B 0E7",6,Ontario,"6722-Operators and attendants in amusement, recreation and sport",Low Wage,Unknown,1,2024,Q1,6722,"Operators and attendants in amusement, recreation and sport"
9323,ATIF Investments ltd,"Belleville, ON K8P 1A3",2,Ontario,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
9324,ATLAS MACHINERY SUPPLY LTD.,"ETOBICOKE, ON M8Z 4N9",1,Ontario,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
9325,Auberges Jeunesse St-Laurent,"Ottawa, ON K1N 7B9",1,Ontario,1226-Conference and event planners,Low Wage,Unknown,1,2024,Q1,1226,Conference and event planners
9326,Augusta Fruit Market Limited,"Toronto, ON M5T 1M3",1,Ontario,6552-Other customer and information services representatives,Low Wage,Unknown,1,2024,Q1,6552,Other customer and information services representatives
9327,Aujla Law Office Prof. Corporation,"Mississauga, ON L5S 0A7",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9328,Aunt Audrey's Favourites,"Oshawa, ON L1G 4W9",1,Ontario,6332-Bakers,Low Wage,Unknown,1,2024,Q1,6332,Bakers
9329,AURORA ROTISSERIE INC,"AURORA, ON L4G 0H5",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9330,AURORA ROTISSERIE INC,"AURORA, ON L4G 0H5",1,Ontario,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
9331,Auto Expertz Inc,"Puslinch, ON N0B 2J0",1,Ontario,7237-Welders and related machine operators,Low Wage,Unknown,1,2024,Q1,7237,Welders and related machine operators
9332,Autoplanet Brampton,"Brampton, ON L7A 2Y4",1,Ontario,6211-Retail sales supervisors,Low Wage,Corporation,1,2024,Q1,6211,Retail sales supervisors
9333,AWAD ENTERPRISES LTD.,"Mississauga, ON L5N 8J4",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9334,Aylmer nails & spa inc,"Aylmer, ON N5H 1J7",2,Ontario,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
9335,Ayton Residential Lodge,"Ayton, ON N0G 1C0",2,Ontario,"3413-Nurse aides, orderlies and patient service associates",Low Wage,Unknown,1,2024,Q1,3413,"Nurse aides, orderlies and patient service associates"
9336,B & R PAHAL CORP,"Brampton, ON L7A 2Y7",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9337,B Thai Restaurant Ltd,"Grimsby, ON L3M 1P2",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9338,B. A. Construction and Restoration Inc.,"Toronto, ON M6P 2J8",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9339,B.A PHARMACY INC,"Mississauga, ON L5A 1W4",1,Ontario,"1214-Supervisors, mail and message distribution occupations",Low Wage,Unknown,1,2024,Q1,1214,"Supervisors, mail and message distribution occupations"
9340,Bains Truck and Trailer Centre Inc.,"Brampton, ON L6W 1V7",2,Ontario,7612-Other trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
9341,BAJAJ TAX & FINANCIAL SECRETS INC.,"BRAMPTON, ON L6Y 0P6",1,Ontario,1221-Administrative officers,Low Wage,Unknown,1,2024,Q1,1221,Administrative officers
9342,Bakerrae Inc.,"Toronto, ON M4E 2V9",1,Ontario,6332-Bakers,Low Wage,Unknown,1,2024,Q1,6332,Bakers
9343,Baketree Inc,"Mississauga, ON L5S 1P2",1,Ontario,6332-Bakers,Low Wage,Unknown,1,2024,Q1,6332,Bakers
9344,Baxter's Bakery (Cobourg) Inc.,"Cobourg, ON K9A 0H6",7,Ontario,6332-Bakers,Low Wage,Unknown,1,2024,Q1,6332,Bakers
9345,Bayshore Healthcare Ltd.,"Mississauga, ON L5K 2L3",5,Ontario,"4412-Home support workers, housekeepers and related occupations",Low Wage,Unknown,1,2024,Q1,4412,"Home support workers, housekeepers and related occupations"
9346,BB.Q CHICKEN FRANCHISE ONTARIO CORP.,"Richmond Hill, ON L4C 3G7",1,Ontario,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
9347,Beaumaris Enterprises inc,"Toronto, ON M4W 3T5",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9348,BEECH NURSERY GROUP INC.,"King, ON L7B 0G8",14,Ontario,8432-Nursery and greenhouse workers,Low Wage,Unknown,1,2024,Q1,8432,Nursery and greenhouse workers
9349,Beletskaya Profit Plus Ltd.,"Newmarket, ON L3X 3C4",1,Ontario,1311-Accounting technicians and bookkeepers,Low Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
9350,Bell's Lake-Vu Motel & Services Inc,"Kenora, ON P9N 3P7",1,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9351,Bell's Lake-Vu Motel & Services Inc,"Kenora, ON P9N 3P7",1,Ontario,7621-Public works and maintenance labourers,Low Wage,Unknown,1,2024,Q1,7621,Public works and maintenance labourers
9352,Benevolent Society Heidehof For the Care of the Aged,"St. Catharines, ON L2N 4J4",4,Ontario,"3413-Nurse aides, orderlies and patient service associates",Low Wage,Unknown,1,2024,Q1,3413,"Nurse aides, orderlies and patient service associates"
9353,Benjamin Hospitality Inc,"Waterloo, ON N2V 2J9",1,Ontario,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
9354,Besmeats Wholesale Ltd,"Scarborough, ON M1V 5C7",1,Ontario,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",Low Wage,Unknown,1,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
9355,Bespoke System Inc.,"Cambridge, ON N1R 5S7",2,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9356,Beverly Creek Inc.,"Millgrove, ON L8B 1M2",2,Ontario,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",Low Wage,Unknown,1,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
9357,BHABI’S BHORTA INC.,"SCARBOROUGH, ON M1J 2L6",1,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9358,BHUMIKA CONVENIENCE INC.,"BRADFORD, ON L3Z 3H2",1,Ontario,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
9359,Bhumika Investment Inc.,"Brampton, ON L6P 3C6",3,Ontario,6311-Food service supervisors,Low Wage,Unknown,2,2024,Q1,6311,Food service supervisors
9360,BIGLAND HOSPITALITY CORPORATION,"Georgetown, ON L7G 4B6",1,Ontario,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
9361,Billy Catering Corporation,"Guelph, ON N1H 1E7",2,Ontario,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
9362,Bittersweetsymphony Ltd.,"Niagara Falls, ON L2J 1A7",2,Ontario,6332-Bakers,Low Wage,Unknown,2,2024,Q1,6332,Bakers
9363,BLACK STAR MGMT ULC,"Amherstburg, ON N9V 1Z5",2,Ontario,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
9364,Blackwater Beverage Co. Inc.,"Brampton, ON L7A 0X1",3,Ontario,6311-Food service supervisors,Low Wage,Unknown,2,2024,Q1,6311,Food service supervisors
